sample_id,video_path,source_dataset,original_label,mapped_label,label_id,label_type,duration,fps,num_frames,width,height,split,scene_id,camera_id,start_frame,end_frame,notes
vxZ47DoPNY8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/vxZ47DoPNY8_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,7.8,17.820513,139,1920,1080,test,World,World::city_street,14,121,accident_time=2.8333329999999997;type=single
OXVXsdDT9QQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/OXVXsdDT9QQ_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,5.333333,16.6875,89,1920,1080,test,World,World::signalized_intersection,0,84,accident_time=0.9999999999999999;type=t-bone
VozrseCzhQc_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/VozrseCzhQc_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,9.625,15.064935,145,960,720,test,Virginia,Virginia::highway,54,144,accident_time=5.583;type=single
VozrseCzhQc_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/VozrseCzhQc_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,9.625,15.064935,145,960,720,test,Virginia,Virginia::highway,0,39,derived_pre_accident_until=2.583;weak_negative=true
kABWTDKgc9U_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/kABWTDKgc9U_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.633333,29.966254,888,2400,1080,test,Alabama,Alabama::signalized_intersection,137,317,accident_time=6.566;type=t-bone
kABWTDKgc9U_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/kABWTDKgc9U_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.633333,29.966254,888,2400,1080,test,Alabama,Alabama::signalized_intersection,0,107,derived_pre_accident_until=3.566;weak_negative=true
ftk_fSc4haM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ftk_fSc4haM_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,14.4,24.861111,358,1280,720,test,World,World::signalized_intersection,79,228,accident_time=5.200000000000001;type=t-bone
ftk_fSc4haM_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ftk_fSc4haM_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,14.4,24.861111,358,1280,720,test,World,World::signalized_intersection,0,55,derived_pre_accident_until=2.200;weak_negative=true
BgdKGnFqz0I_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BgdKGnFqz0I_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,9.7,24.845361,241,1280,720,test,World,World::signalized_intersection,75,224,accident_time=5.033;type=t-bone
BgdKGnFqz0I_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BgdKGnFqz0I_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,9.7,24.845361,241,1280,720,test,World,World::signalized_intersection,0,51,derived_pre_accident_until=2.033;weak_negative=true
LiM5LPSZoow_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/LiM5LPSZoow_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.0,14.966667,449,1080,720,test,Alabama,Alabama::signalized_intersection,24,114,accident_time=3.583;type=t-bone
F0NHENn-HS4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/F0NHENn-HS4_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,20.933333,15.047771,315,1620,1080,train,Alabama,Alabama::highway,8,98,accident_time=2.533;type=rear-end
maJsgJsapH4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/maJsgJsapH4_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,30.133333,9.955752,300,1920,1080,train,Alabama,Alabama::highway,50,110,accident_time=7.0;type=rear-end
maJsgJsapH4_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/maJsgJsapH4_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,30.133333,9.955752,300,1920,1080,train,Alabama,Alabama::highway,0,40,derived_pre_accident_until=4.000;weak_negative=true
iA_u73BG4ZM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/iA_u73BG4ZM_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,30.033333,30.0,901,1280,720,test,Alabama,Alabama::highway,56,236,accident_time=3.867;type=rear-end
maJGw3hQs_s_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/maJGw3hQs_s_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,9.98613,300,1280,720,test,Alabama,Alabama::simple_intersection,11,71,accident_time=3.125;type=t-bone
aPsS_HaokoU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/aPsS_HaokoU_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.416667,11.082153,326,1056,720,test,Alabama,Alabama::signalized_intersection,38,104,accident_time=5.375;type=t-bone
aPsS_HaokoU_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/aPsS_HaokoU_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.416667,11.082153,326,1056,720,test,Alabama,Alabama::signalized_intersection,0,26,derived_pre_accident_until=2.375;weak_negative=true
aF2Hbp8C23A_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/aF2Hbp8C23A_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,9.791667,14.910638,146,1280,720,test,Alabama,Alabama::signalized_intersection,15,105,accident_time=3.042;type=rear-end
82sQ7N-aHOw_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/82sQ7N-aHOw_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,15.708333,14.960212,235,1080,720,test,Alabama,Alabama::grade_separated_intersection,0,75,accident_time=1.0;type=t-bone
bJMc3sNP2AU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/bJMc3sNP2AU_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,6.633333,15.075377,100,1620,1080,test,Alabama,Alabama::highway,2,92,accident_time=2.133;type=t-bone
XaqA-uzqeNc_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/XaqA-uzqeNc_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,8.166667,14.938776,122,1080,720,train,Alabama,Alabama::highway,4,94,accident_time=2.25;type=single
gp_9zTMpVrs_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/gp_9zTMpVrs_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,28.083333,15.026706,422,1056,720,test,Alabama,Alabama::signalized_intersection,0,89,accident_time=1.917;type=single
B_nBw3PcHXg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/B_nBw3PcHXg_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,29.966667,15.884316,476,1920,1080,test,Alabama,Alabama::signalized_intersection,45,141,accident_time=4.833;type=rear-end
B_nBw3PcHXg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/B_nBw3PcHXg_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,29.966667,15.884316,476,1920,1080,test,Alabama,Alabama::signalized_intersection,0,29,derived_pre_accident_until=1.833;weak_negative=true
jq-5EaxSR3M_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jq-5EaxSR3M_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.0,15.0,450,1080,720,test,Alabama,Alabama::highway,18,108,accident_time=3.208;type=t-bone
4jVVNw9AF2s_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4jVVNw9AF2s_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.083333,14.925208,449,1080,720,test,Alabama,Alabama::signalized_intersection,55,145,accident_time=5.667;type=t-bone
4jVVNw9AF2s_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4jVVNw9AF2s_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.083333,14.925208,449,1080,720,test,Alabama,Alabama::signalized_intersection,0,40,derived_pre_accident_until=2.667;weak_negative=true
FR3eYZzgeJY_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/FR3eYZzgeJY_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.125,12.149378,366,1056,720,test,Alabama,Alabama::signalized_intersection,11,84,accident_time=2.875;type=t-bone
ApyekBAgfg8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ApyekBAgfg8_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,30.041667,14.945908,449,1056,720,train,Alabama,Alabama::signalized_intersection,30,120,accident_time=4.0;type=head-on
ApyekBAgfg8_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ApyekBAgfg8_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,30.041667,14.945908,449,1056,720,train,Alabama,Alabama::signalized_intersection,0,15,derived_pre_accident_until=1.000;weak_negative=true
Mem77KKhF8c_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Mem77KKhF8c_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,29.958333,14.653686,439,1056,720,test,Alabama,Alabama::signalized_intersection,0,77,accident_time=1.208;type=head-on
GSvQCAPnFGo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GSvQCAPnFGo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.945908,449,1280,720,test,Alabama,Alabama::signalized_intersection,38,128,accident_time=4.583;type=t-bone
GSvQCAPnFGo_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GSvQCAPnFGo_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.945908,449,1280,720,test,Alabama,Alabama::signalized_intersection,0,24,derived_pre_accident_until=1.583;weak_negative=true
fgI4vUtP_1I_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/fgI4vUtP_1I_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,30.0,14.966667,449,1080,720,test,Alabama,Alabama::highway,34,124,accident_time=4.25;type=single
fgI4vUtP_1I_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/fgI4vUtP_1I_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,30.0,14.966667,449,1080,720,test,Alabama,Alabama::highway,0,19,derived_pre_accident_until=1.250;weak_negative=true
TthKPyywzu8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/TthKPyywzu8_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,30.1,14.451827,435,1624,1080,test,Alabama,Alabama::signalized_intersection,43,130,accident_time=5.0;type=rear-end
TthKPyywzu8_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/TthKPyywzu8_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,30.1,14.451827,435,1624,1080,test,Alabama,Alabama::signalized_intersection,0,29,derived_pre_accident_until=2.000;weak_negative=true
LklNl33KztU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/LklNl33KztU_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,26.633333,15.018773,400,1620,1080,train,Alabama,Alabama::highway,70,160,accident_time=6.667;type=single
LklNl33KztU_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/LklNl33KztU_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,26.633333,15.018773,400,1620,1080,train,Alabama,Alabama::highway,0,55,derived_pre_accident_until=3.667;weak_negative=true
tK1wd_HCYNo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tK1wd_HCYNo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.033333,15.016648,451,1920,1080,test,Alabama,Alabama::grade_separated_intersection,83,173,accident_time=7.533;type=t-bone
tK1wd_HCYNo_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tK1wd_HCYNo_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.033333,15.016648,451,1920,1080,test,Alabama,Alabama::grade_separated_intersection,0,68,derived_pre_accident_until=4.533;weak_negative=true
mntY3Xh8lT4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mntY3Xh8lT4_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,24.333333,14.794521,360,1080,720,test,Alabama,Alabama::grade_separated_intersection,42,131,accident_time=4.833;type=sideswipe
mntY3Xh8lT4_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mntY3Xh8lT4_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,24.333333,14.794521,360,1080,720,test,Alabama,Alabama::grade_separated_intersection,0,27,derived_pre_accident_until=1.833;weak_negative=true
CzOWGXrwbp4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/CzOWGXrwbp4_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,21.485261,9.401794,202,854,384,test,Alabama,Alabama::city_street,82,139,accident_time=10.771;type=sideswipe
CzOWGXrwbp4_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/CzOWGXrwbp4_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,21.485261,9.401794,202,854,384,test,Alabama,Alabama::city_street,0,73,derived_pre_accident_until=7.771;weak_negative=true
7AFnEpBVrr4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/7AFnEpBVrr4_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.033333,29.567148,888,1280,720,test,Alabama,Alabama::simple_intersection,126,303,accident_time=6.267;type=t-bone
7AFnEpBVrr4_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/7AFnEpBVrr4_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.033333,29.567148,888,1280,720,test,Alabama,Alabama::simple_intersection,0,97,derived_pre_accident_until=3.267;weak_negative=true
njJxs1KozgE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/njJxs1KozgE_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.945908,449,1280,720,test,Alabama,Alabama::signalized_intersection,53,143,accident_time=5.583;type=t-bone
njJxs1KozgE_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/njJxs1KozgE_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.945908,449,1280,720,test,Alabama,Alabama::signalized_intersection,0,39,derived_pre_accident_until=2.583;weak_negative=true
-AztVDZ6cEE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-AztVDZ6cEE_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,26.416667,15.028391,397,1280,720,test,Alabama,Alabama::signalized_intersection,3,93,accident_time=2.167;type=t-bone
kUp_0rJe_OI_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/kUp_0rJe_OI_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,20.9043,628,900,720,test,Alabama,Alabama::signalized_intersection,20,146,accident_time=2.958;type=t-bone
a8zHkZ_t16k_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/a8zHkZ_t16k_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,30.033333,29.700333,892,1920,1080,test,Alabama,Alabama::simple_intersection,97,275,accident_time=5.267;type=sideswipe
a8zHkZ_t16k_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/a8zHkZ_t16k_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,30.033333,29.700333,892,1920,1080,test,Alabama,Alabama::simple_intersection,0,67,derived_pre_accident_until=2.267;weak_negative=true
PQHiBa179Ew_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/PQHiBa179Ew_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.0,30.0,900,1280,720,test,Alabama,Alabama::simple_intersection,107,287,accident_time=5.567;type=t-bone
PQHiBa179Ew_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/PQHiBa179Ew_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.0,30.0,900,1280,720,test,Alabama,Alabama::simple_intersection,0,77,derived_pre_accident_until=2.567;weak_negative=true
-SNFUobKjoM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-SNFUobKjoM_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.066667,29.866962,898,1280,720,test,Alabama,Alabama::signalized_intersection,344,523,accident_time=13.533;type=t-bone
-SNFUobKjoM_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-SNFUobKjoM_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.066667,29.866962,898,1280,720,test,Alabama,Alabama::signalized_intersection,0,315,derived_pre_accident_until=10.533;weak_negative=true
TahWBItdUvQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/TahWBItdUvQ_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,4.75,16.0,76,1280,720,test,Alabama,Alabama::signalized_intersection,26,76,accident_time=3.625;type=t-bone
reXieySb4JI_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/reXieySb4JI_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.033333,15.016648,451,1620,1080,test,Alabama,Alabama::signalized_intersection,70,160,accident_time=6.633;type=t-bone
reXieySb4JI_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/reXieySb4JI_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.033333,15.016648,451,1620,1080,test,Alabama,Alabama::signalized_intersection,0,55,derived_pre_accident_until=3.633;weak_negative=true
m2uBNOFIvKk_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/m2uBNOFIvKk_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,15.411928,463,1080,720,test,Alabama,Alabama::signalized_intersection,29,122,accident_time=3.917;type=t-bone
VXuNX_OYkig_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/VXuNX_OYkig_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,7.233333,29.861751,216,1920,1080,test,Alabama,Alabama::signalized_intersection,0,159,accident_time=1.333000000000001;type=t-bone
GsRdjuR2PpE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GsRdjuR2PpE_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,26.366667,22.490518,593,1350,1080,test,Alabama,Alabama::signalized_intersection,0,118,accident_time=1.266;type=t-bone
dGUCJwW8b1g_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/dGUCJwW8b1g_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,25.166667,22.450331,565,1920,1080,train,Alabama,Alabama::highway,0,124,accident_time=1.533;type=sideswipe
FV6XO5Yg9VU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/FV6XO5Yg9VU_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,27.833333,15.017964,418,1080,720,train,Alabama,Alabama::highway,3,93,accident_time=2.167;type=sideswipe
iYAIZEocjbg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/iYAIZEocjbg_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.03,12.620713,379,352,240,test,Alabama,Alabama::signalized_intersection,141,216,accident_time=13.146;type=t-bone
iYAIZEocjbg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/iYAIZEocjbg_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.03,12.620713,379,352,240,test,Alabama,Alabama::signalized_intersection,0,128,derived_pre_accident_until=10.146;weak_negative=true
n-aa3NIlRMo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/n-aa3NIlRMo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.0,14.966667,449,1080,720,test,Alabama,Alabama::signalized_intersection,44,134,accident_time=4.917;type=t-bone
n-aa3NIlRMo_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/n-aa3NIlRMo_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.0,14.966667,449,1080,720,test,Alabama,Alabama::signalized_intersection,0,29,derived_pre_accident_until=1.917;weak_negative=true
mDtCi-XVAbo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mDtCi-XVAbo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,23.4,20.213675,473,1920,1080,test,Alabama,Alabama::simple_intersection,37,158,accident_time=3.8;type=t-bone
QJYDZ1PBiYQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/QJYDZ1PBiYQ_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,25.033333,14.980027,375,1920,1080,test,Alabama,Alabama::signalized_intersection,25,115,accident_time=3.7;type=t-bone
1ZQAChv0TEI_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1ZQAChv0TEI_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.933333,9.922049,297,1920,1080,test,Alabama,Alabama::signalized_intersection,40,100,accident_time=6.0;type=t-bone
1ZQAChv0TEI_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1ZQAChv0TEI_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.933333,9.922049,297,1920,1080,test,Alabama,Alabama::signalized_intersection,0,30,derived_pre_accident_until=3.000;weak_negative=true
e6ZQvn6NyLI_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/e6ZQvn6NyLI_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.0,14.966667,449,1080,720,test,Alabama,Alabama::simple_intersection,35,125,accident_time=4.375;type=t-bone
