sample_id,source_video_id,video_path,source_dataset,original_label,mapped_label,label_id,label_type,window_type,duration,fps,num_frames,width,height,split,scene_id,camera_id,group_id,start_frame,end_frame,clip_start_sec,clip_end_sec,notes,clip_path,annotation_split,annotation_profile
-yLuZ5wxAsc_00__accident,-yLuZ5wxAsc_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-yLuZ5wxAsc_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,30.0,26.166667,785,1280,720,train,Alabama,Alabama::highway,-yLuZ5wxAsc_00,101,258,3.859873,9.859873,accident_time=5.833;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/-yLuZ5wxAsc_00__accident.mp4,train,full
-yuVlpyayOI_00__pre_event_non_accident,-yuVlpyayOI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-yuVlpyayOI_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,27.125,18.83871,511,960,720,train,Virginia,Virginia::highway,-yuVlpyayOI_00,0,138,0.0,7.325342,derived_pre_accident_until=7.333;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/-yuVlpyayOI_00__pre_event_non_accident.mp4,train,full
-yuVlpyayOI_00__accident,-yuVlpyayOI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-yuVlpyayOI_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,27.125,18.83871,511,960,720,train,Virginia,Virginia::highway,-yuVlpyayOI_00,157,270,8.333904,14.332192,accident_time=10.333;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/-yuVlpyayOI_00__accident.mp4,train,full
0DB7w7rLGrk_00__accident,0DB7w7rLGrk_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/0DB7w7rLGrk_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,29.958333,15.020862,450,960,720,train,Virginia,Virginia::highway,0DB7w7rLGrk_00,0,84,0.0,5.592222,accident_time=1.625;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/0DB7w7rLGrk_00__accident.mp4,train,full
0NixrF6Mt00_0_00__accident,0NixrF6Mt00_0_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/0NixrF6Mt00_0_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,3.9039,24.078486,94,1280,720,train,World,World::signalized_intersection,0NixrF6Mt00_0_00,0,94,0.0,3.9039,accident_time=1.1010999999999997;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/0NixrF6Mt00_0_00__accident.mp4,train,full
1BsCOLh_qEs_00__accident,1BsCOLh_qEs_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1BsCOLh_qEs_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,4.966667,15.100671,75,1620,1080,train,Alabama,Alabama::grade_separated_intersection,1BsCOLh_qEs_00,20,75,1.324444,4.966667,accident_time=3.333;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1BsCOLh_qEs_00__accident.mp4,train,full
1_F0r7KVJ1k_00__pre_event_non_accident,1_F0r7KVJ1k_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1_F0r7KVJ1k_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,11.56,24.740484,286,1280,720,train,UAE,UAE::highway,1_F0r7KVJ1k_00,0,84,0.0,3.395245,derived_pre_accident_until=3.400;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1_F0r7KVJ1k_00__pre_event_non_accident.mp4,train,full
1_F0r7KVJ1k_00__accident,1_F0r7KVJ1k_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1_F0r7KVJ1k_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,11.56,24.740484,286,1280,720,train,UAE,UAE::highway,1_F0r7KVJ1k_00,109,257,4.405734,10.387832,accident_time=6.4;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1_F0r7KVJ1k_00__accident.mp4,train,full
1fpsdsKWH_M_00__pre_event_non_accident,1fpsdsKWH_M_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1fpsdsKWH_M_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.037037,22.938348,689,1280,720,train,Seattle,Seattle::highway,1fpsdsKWH_M_00,0,51,0.0,2.223351,derived_pre_accident_until=2.222;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1fpsdsKWH_M_00__pre_event_non_accident.mp4,train,full
1fpsdsKWH_M_00__accident,1fpsdsKWH_M_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1fpsdsKWH_M_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,30.037037,22.938348,689,1280,720,train,Seattle,Seattle::highway,1fpsdsKWH_M_00,74,212,3.226039,9.242165,accident_time=5.222;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1fpsdsKWH_M_00__accident.mp4,train,full
1jCpA4y5NHY_00__accident,1jCpA4y5NHY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/1jCpA4y5NHY_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,30.033333,14.950055,449,1920,1080,train,Georgia,Georgia::highway,1jCpA4y5NHY_00,25,115,1.672235,7.692279,accident_time=3.7;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/1jCpA4y5NHY_00__accident.mp4,train,full
20zWZEGQ7GY_00__pre_event_non_accident,20zWZEGQ7GY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/20zWZEGQ7GY_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,29.958333,15.020862,450,960,720,train,Virginia,Virginia::highway,20zWZEGQ7GY_00,0,99,0.0,6.590833,derived_pre_accident_until=6.583;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/20zWZEGQ7GY_00__pre_event_non_accident.mp4,train,full
20zWZEGQ7GY_00__accident,20zWZEGQ7GY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/20zWZEGQ7GY_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,29.958333,15.020862,450,960,720,train,Virginia,Virginia::highway,20zWZEGQ7GY_00,114,204,7.589444,13.581111,accident_time=9.583;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/20zWZEGQ7GY_00__accident.mp4,train,full
24IyPsinbH8_00__pre_event_non_accident,24IyPsinbH8_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/24IyPsinbH8_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,8.0,240,1280,720,train,Arkansas,Arkansas::highway,24IyPsinbH8_00,0,40,0.0,5.0,derived_pre_accident_until=4.958;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/24IyPsinbH8_00__pre_event_non_accident.mp4,train,full
24IyPsinbH8_00__accident,24IyPsinbH8_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/24IyPsinbH8_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.0,8.0,240,1280,720,train,Arkansas,Arkansas::highway,24IyPsinbH8_00,48,96,6.0,12.0,accident_time=7.958333;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/24IyPsinbH8_00__accident.mp4,train,full
2vEysG50vYY_00__pre_event_non_accident,2vEysG50vYY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/2vEysG50vYY_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,29.916667,10.027855,300,960,720,train,Virginia,Virginia::highway,2vEysG50vYY_00,0,23,0.0,2.293611,derived_pre_accident_until=2.292;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/2vEysG50vYY_00__pre_event_non_accident.mp4,train,full
2vEysG50vYY_00__accident,2vEysG50vYY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/2vEysG50vYY_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,29.916667,10.027855,300,960,720,train,Virginia,Virginia::highway,2vEysG50vYY_00,33,93,3.290833,9.274167,accident_time=5.292;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/2vEysG50vYY_00__accident.mp4,train,full
2xzko5Nggkc_00__accident,2xzko5Nggkc_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/2xzko5Nggkc_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,accident_window,30.041667,14.979196,450,960,720,train,Virginia,Virginia::highway,2xzko5Nggkc_00,7,97,0.467315,6.475648,accident_time=2.5;type=sideswipe;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/2xzko5Nggkc_00__accident.mp4,train,full
32Ou4XKEmgs_00__accident,32Ou4XKEmgs_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/32Ou4XKEmgs_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,23.166667,14.848921,344,960,720,train,Virginia,Virginia::highway,32Ou4XKEmgs_00,0,87,0.0,5.859012,accident_time=1.875;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/32Ou4XKEmgs_00__accident.mp4,train,full
3Jiii8dJ4UY_00__pre_event_non_accident,3Jiii8dJ4UY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Jiii8dJ4UY_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,29.958333,10.047288,301,960,720,train,Virginia,Virginia::highway,3Jiii8dJ4UY_00,0,22,0.0,2.189646,derived_pre_accident_until=2.167;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Jiii8dJ4UY_00__pre_event_non_accident.mp4,train,full
3Jiii8dJ4UY_00__accident,3Jiii8dJ4UY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Jiii8dJ4UY_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,29.958333,10.047288,301,960,720,train,Virginia,Virginia::highway,3Jiii8dJ4UY_00,32,92,3.184939,9.1567,accident_time=5.167;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Jiii8dJ4UY_00__accident.mp4,train,full
3UBcAuDgcOg_00__accident,3UBcAuDgcOg_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3UBcAuDgcOg_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,accident_window,17.033333,15.088063,257,1440,1080,train,Alabama,Alabama::highway,3UBcAuDgcOg_00,5,95,0.331388,6.296368,accident_time=2.3000000000000007;type=sideswipe;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3UBcAuDgcOg_00__accident.mp4,train,full
3Xd6PxEvbNk_2_00__pre_event_non_accident,3Xd6PxEvbNk_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_2_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,11.9119,16.202285,193,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_2_00,0,47,0.0,2.900825,derived_pre_accident_until=2.873;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_2_00__pre_event_non_accident.mp4,train,full
3Xd6PxEvbNk_2_00__accident,3Xd6PxEvbNk_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_2_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,11.9119,16.202285,193,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_2_00,63,160,3.88834,9.87515,accident_time=5.872533;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_2_00__accident.mp4,train,full
3Xd6PxEvbNk_4_00__accident,3Xd6PxEvbNk_4_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_4_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,9.542867,18.443095,176,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_4_00,16,127,0.867533,6.886046,accident_time=2.869533;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_4_00__accident.mp4,train,full
3Xd6PxEvbNk_5_00__pre_event_non_accident,3Xd6PxEvbNk_5_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_5_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,14.748067,22.850453,337,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_5_00,0,150,0.0,6.564421,derived_pre_accident_until=6.543;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_5_00__pre_event_non_accident.mp4,train,full
3Xd6PxEvbNk_5_00__accident,3Xd6PxEvbNk_5_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_5_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,14.748067,22.850453,337,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_5_00,172,309,7.527203,13.522708,accident_time=9.542867;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_5_00__accident.mp4,train,full
3Xd6PxEvbNk_9_00__pre_event_non_accident,3Xd6PxEvbNk_9_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_9_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,15.281933,16.49006,252,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_9_00,0,48,0.0,2.910844,derived_pre_accident_until=2.939;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_9_00__pre_event_non_accident.mp4,train,full
3Xd6PxEvbNk_9_00__accident,3Xd6PxEvbNk_9_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3Xd6PxEvbNk_9_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,15.281933,16.49006,252,480,360,train,World,World::signalized_intersection,3Xd6PxEvbNk_9_00,65,164,3.941769,9.945385,accident_time=5.939267;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3Xd6PxEvbNk_9_00__accident.mp4,train,full
3gFe7GtkEPk_00__pre_event_non_accident,3gFe7GtkEPk_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3gFe7GtkEPk_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,20.016667,30.024979,601,3240,2160,train,Virginia,Virginia::highway,3gFe7GtkEPk_00,0,273,0.0,9.092429,derived_pre_accident_until=9.100;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3gFe7GtkEPk_00__pre_event_non_accident.mp4,train,full
3gFe7GtkEPk_00__accident,3gFe7GtkEPk_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/3gFe7GtkEPk_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,20.016667,30.024979,601,3240,2160,train,Virginia,Virginia::highway,3gFe7GtkEPk_00,303,483,10.091597,16.086606,accident_time=12.1;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/3gFe7GtkEPk_00__accident.mp4,train,full
4C5ZiBP7R04_00__pre_event_non_accident,4C5ZiBP7R04_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4C5ZiBP7R04_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,15.366667,14.967462,230,1440,1080,train,Virginia,Virginia::highway,4C5ZiBP7R04_00,0,87,0.0,5.812609,derived_pre_accident_until=5.833;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4C5ZiBP7R04_00__pre_event_non_accident.mp4,train,full
4C5ZiBP7R04_00__accident,4C5ZiBP7R04_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4C5ZiBP7R04_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,15.366667,14.967462,230,1440,1080,train,Virginia,Virginia::highway,4C5ZiBP7R04_00,102,192,6.814783,12.827826,accident_time=8.833;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4C5ZiBP7R04_00__accident.mp4,train,full
4VuF1Be1yLE_00__accident,4VuF1Be1yLE_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4VuF1Be1yLE_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.033333,30.0,901,1920,1080,train,Alabama,Alabama::grade_separated_intersection,4VuF1Be1yLE_00,47,227,1.566667,7.566667,accident_time=3.567;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4VuF1Be1yLE_00__accident.mp4,train,full
4gFiGGeTp5w_0_00__accident,4gFiGGeTp5w_0_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4gFiGGeTp5w_0_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,8.041367,12.933125,104,640,360,train,World,World::signalized_intersection,4gFiGGeTp5w_0_00,1,79,0.077321,6.108346,accident_time=2.068733;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4gFiGGeTp5w_0_00__accident.mp4,train,full
4gFiGGeTp5w_2_00__pre_event_non_accident,4gFiGGeTp5w_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4gFiGGeTp5w_2_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,12.3123,29.726371,366,640,360,train,World,World::signalized_intersection,4gFiGGeTp5w_2_00,0,87,0.0,2.926694,derived_pre_accident_until=2.939;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4gFiGGeTp5w_2_00__pre_event_non_accident.mp4,train,full
4gFiGGeTp5w_2_00__accident,4gFiGGeTp5w_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/4gFiGGeTp5w_2_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,12.3123,29.726371,366,640,360,train,World,World::signalized_intersection,4gFiGGeTp5w_2_00,118,296,3.969539,9.957489,accident_time=5.939267;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/4gFiGGeTp5w_2_00__accident.mp4,train,full
63jg9PMxHZM_00__pre_event_non_accident,63jg9PMxHZM_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/63jg9PMxHZM_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,29.333333,14.965909,439,960,720,train,Virginia,Virginia::highway,63jg9PMxHZM_00,0,21,0.0,1.403189,derived_pre_accident_until=1.375;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/63jg9PMxHZM_00__pre_event_non_accident.mp4,train,full
63jg9PMxHZM_00__accident,63jg9PMxHZM_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/63jg9PMxHZM_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,29.333333,14.965909,439,960,720,train,Virginia,Virginia::highway,63jg9PMxHZM_00,35,125,2.338648,8.352316,accident_time=4.375;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/full/train/63jg9PMxHZM_00__accident.mp4,train,full
