sample_id,source_video_id,video_path,source_dataset,original_label,mapped_label,label_id,label_type,window_type,duration,fps,num_frames,width,height,split,scene_id,camera_id,group_id,start_frame,end_frame,clip_start_sec,clip_end_sec,notes,clip_path,annotation_split,annotation_profile
FGZ7r8JC1MY_00__pre_event_non_accident,FGZ7r8JC1MY_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/FGZ7r8JC1MY_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,18.958333,14.98022,284,960,720,train,Virginia,Virginia::highway,FGZ7r8JC1MY_00,0,59,0.0,3.938527,derived_pre_accident_until=3.958;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/FGZ7r8JC1MY_00__pre_event_non_accident.mp4,train,small
Fix7_GpawXw_00__pre_event_non_accident,Fix7_GpawXw_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Fix7_GpawXw_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,27.0,810,1280,720,train,Seattle,Seattle::highway,Fix7_GpawXw_00,0,195,0.0,7.222222,derived_pre_accident_until=7.222;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Fix7_GpawXw_00__pre_event_non_accident.mp4,train,small
GnpwLP2THmM_7_00__accident,GnpwLP2THmM_7_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GnpwLP2THmM_7_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,4.270933,29.501748,126,1280,720,train,World,World::signalized_intersection,GnpwLP2THmM_7_00,0,126,0.0,4.270933,accident_time=1.668333;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/GnpwLP2THmM_7_00__accident.mp4,train,small
HLK2xLUfMsM_00__pre_event_non_accident,HLK2xLUfMsM_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HLK2xLUfMsM_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,14.541667,15.060172,219,960,720,train,Virginia,Virginia::highway,HLK2xLUfMsM_00,0,97,0.0,6.44083,derived_pre_accident_until=6.458;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/HLK2xLUfMsM_00__pre_event_non_accident.mp4,train,small
HMdWAx9g5eI_00__pre_event_non_accident,HMdWAx9g5eI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HMdWAx9g5eI_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,8.633333,7.876448,68,1920,1080,train,Arkansas,Arkansas::highway,HMdWAx9g5eI_00,0,23,0.0,2.920098,derived_pre_accident_until=2.867;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/HMdWAx9g5eI_00__pre_event_non_accident.mp4,train,small
HSDqCUHuz8Q_3_00__accident,HSDqCUHuz8Q_3_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HSDqCUHuz8Q_3_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,20.066667,14.302326,287,1280,720,train,World,World::parking_lot,HSDqCUHuz8Q_3_00,26,112,1.817886,7.830894,accident_time=3.833333;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/HSDqCUHuz8Q_3_00__accident.mp4,train,small
IAhGJNVqs1M_9_00__accident,IAhGJNVqs1M_9_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/IAhGJNVqs1M_9_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,16.12,24.565757,396,320,240,train,World,World::signalized_intersection,IAhGJNVqs1M_9_00,36,183,1.465455,7.449394,accident_time=3.44;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/IAhGJNVqs1M_9_00__accident.mp4,train,small
LrMyR9M_g3I_00__accident,LrMyR9M_g3I_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/LrMyR9M_g3I_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.041667,14.945908,449,960,720,train,Virginia,Virginia::highway,LrMyR9M_g3I_00,28,118,1.873422,7.895137,accident_time=3.875;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/LrMyR9M_g3I_00__accident.mp4,train,small
O8x8fTbKfQo_00__accident,O8x8fTbKfQo_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/O8x8fTbKfQo_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,29.958333,10.013908,300,960,720,train,Virginia,Virginia::highway,O8x8fTbKfQo_00,38,98,3.794722,9.786389,accident_time=5.833333;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/O8x8fTbKfQo_00__accident.mp4,train,small
OdgIl355A80_00__pre_event_non_accident,OdgIl355A80_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/OdgIl355A80_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,7.125,15.017544,107,1056,720,train,Louisiana,Louisiana::highway,OdgIl355A80_00,0,24,0.0,1.598131,derived_pre_accident_until=1.583;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/OdgIl355A80_00__pre_event_non_accident.mp4,train,small
OlyJb8yf1dI_00__accident,OlyJb8yf1dI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/OlyJb8yf1dI_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,accident_window,30.1,14.950166,450,1440,1080,train,Tennessee,Tennessee::highway,OlyJb8yf1dI_00,96,186,6.421333,12.441333,accident_time=8.4;type=sideswipe;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/OlyJb8yf1dI_00__accident.mp4,train,small
Qi7voHChFxk_00__accident,Qi7voHChFxk_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Qi7voHChFxk_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,6.333333,14.842105,94,1080,720,train,Tennessee,Tennessee::highway,Qi7voHChFxk_00,13,94,0.875887,6.333333,accident_time=2.917;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Qi7voHChFxk_00__accident.mp4,train,small
SVcqRcsvGak_00__pre_event_non_accident,SVcqRcsvGak_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/SVcqRcsvGak_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.041667,14.979196,450,960,720,train,Virginia,Virginia::highway,SVcqRcsvGak_00,0,46,0.0,3.070926,derived_pre_accident_until=3.042;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/SVcqRcsvGak_00__pre_event_non_accident.mp4,train,small
SVcqRcsvGak_00__accident,SVcqRcsvGak_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/SVcqRcsvGak_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,accident_window,30.041667,14.979196,450,960,720,train,Virginia,Virginia::highway,SVcqRcsvGak_00,61,151,4.072315,10.080648,accident_time=6.042;type=sideswipe;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/SVcqRcsvGak_00__accident.mp4,train,small
TilBcBFe1gc_00__pre_event_non_accident,TilBcBFe1gc_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/TilBcBFe1gc_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,19.366667,581,1280,720,train,Seattle,Seattle::signalized_intersection,TilBcBFe1gc_00,0,35,0.0,1.807229,derived_pre_accident_until=1.792;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/TilBcBFe1gc_00__pre_event_non_accident.mp4,train,small
Tzh_MXLofUI_00__accident,Tzh_MXLofUI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Tzh_MXLofUI_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.041667,14.912621,448,960,720,train,Virginia,Virginia::highway,Tzh_MXLofUI_00,30,120,2.011719,8.046875,accident_time=4.0;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Tzh_MXLofUI_00__accident.mp4,train,small
U9lXW10TLQw_00__pre_event_non_accident,U9lXW10TLQw_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/U9lXW10TLQw_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,8.0,240,1280,720,train,Arkansas,Arkansas::highway,U9lXW10TLQw_00,0,29,0.0,3.625,derived_pre_accident_until=3.667;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/U9lXW10TLQw_00__pre_event_non_accident.mp4,train,small
UCNyjybsbiU_00__accident,UCNyjybsbiU_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/UCNyjybsbiU_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,25.6,14.921875,382,1920,1080,train,Kansas,Kansas::grade_separated_intersection,UCNyjybsbiU_00,7,97,0.46911,6.500524,accident_time=2.5;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/UCNyjybsbiU_00__accident.mp4,train,small
UcJKeuDYOzc_3_00__accident,UcJKeuDYOzc_3_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/UcJKeuDYOzc_3_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,14.08,25.0,352,450,360,train,World,World::simple_intersection,UcJKeuDYOzc_3_00,146,296,5.84,11.84,accident_time=7.84;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/UcJKeuDYOzc_3_00__accident.mp4,train,small
UcJKeuDYOzc_9_00__pre_event_non_accident,UcJKeuDYOzc_9_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/UcJKeuDYOzc_9_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,9.84,22.96748,226,450,360,train,World,World::signalized_intersection,UcJKeuDYOzc_9_00,0,66,0.0,2.873628,derived_pre_accident_until=2.880;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/UcJKeuDYOzc_9_00__pre_event_non_accident.mp4,train,small
UjEFjnXKXXc_00__pre_event_non_accident,UjEFjnXKXXc_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/UjEFjnXKXXc_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,pre_event_non_accident,6.666667,13.8,92,1080,720,train,Seattle,Seattle::signalized_intersection,UjEFjnXKXXc_00,0,35,0.0,2.536232,derived_pre_accident_until=2.542;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/UjEFjnXKXXc_00__pre_event_non_accident.mp4,train,small
V3oNEkBwP7M_00__accident,V3oNEkBwP7M_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/V3oNEkBwP7M_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,25.133333,29.761273,748,1620,1080,train,Minnesota,Minnesota::highway,V3oNEkBwP7M_00,149,328,5.006506,11.021034,accident_time=7.033;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/V3oNEkBwP7M_00__accident.mp4,train,small
W0KJ7kxqtQo_00__accident,W0KJ7kxqtQo_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/W0KJ7kxqtQo_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,accident_window,21.25,15.058824,320,1280,720,train,Seattle,Seattle::signalized_intersection,W0KJ7kxqtQo_00,25,115,1.660156,7.636719,accident_time=3.667;type=head-on;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/W0KJ7kxqtQo_00__accident.mp4,train,small
WvBtraA2jsA_00__pre_event_non_accident,WvBtraA2jsA_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/WvBtraA2jsA_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,8.033333,241,1920,1080,train,Arkansas,Arkansas::highway,WvBtraA2jsA_00,0,22,0.0,2.738589,derived_pre_accident_until=2.733;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/WvBtraA2jsA_00__pre_event_non_accident.mp4,train,small
Xe9CoVqpv9c_2_00__pre_event_non_accident,Xe9CoVqpv9c_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Xe9CoVqpv9c_2_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,7.0,25.142857,176,1280,720,train,World,World::simple_intersection,Xe9CoVqpv9c_2_00,0,74,0.0,2.943182,derived_pre_accident_until=2.933;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Xe9CoVqpv9c_2_00__pre_event_non_accident.mp4,train,small
